"scenario","segment_selection_penalty","min_validation_segment_return_pct","confidence_min","market_mom_24_max","validation_return_pct","validation_max_drawdown_pct","worst_validation_segment_return_pct","validation_active_rate","test_return_pct","test_max_drawdown_pct","worst_test_segment_return_pct","test_active_rate","target_hit"
"baseline","0",,"0.035875335335731506","0.002567113547411282","24.400886719005356","-5.490493875796798","-2.9248409533476516","0.5761772853185596","11.316136422964874","-7.135129733824419","-2.345846998941692","0.5741935483870968","True"
"segment_penalty_0_5","0.5",,"0.035875335335731506","-0.0015694250510023267","23.212416291480032","-4.0274609140135915","-1.6145500901671994","0.2659279778393352","3.756822208284394","-6.121490913324424","-0.46606404109543753","0.2645161290322581","False"
"segment_penalty_2_0","2",,"0.035875335335731506","-0.0015694250510023267","23.212416291480032","-4.0274609140135915","-1.6145500901671994","0.2659279778393352","3.756822208284394","-6.121490913324424","-0.46606404109543753","0.2645161290322581","False"
"min_validation_segment_minus_2","0","-2","0.035875335335731506","-0.0015694250510023267","23.212416291480032","-4.0274609140135915","-1.6145500901671994","0.2659279778393352","3.756822208284394","-6.121490913324424","-0.46606404109543753","0.2645161290322581","False"
"min_validation_segment_0","0","0","0.15594683289527894","0.002567113547411282","8.56325795998385","-2.869957437909687","0","0.0443213296398892","1.1676928283638865","-0.902503948712774","-0.23145187769095799","0.07741935483870968","False"
