wall_time,latest_candle,validation_start,validation_end,action,cash,equity,pnl,return_pct,position_symbols,positions_json,position_values_json,target_symbols,target_weights_json,selected_alpha,selected_mode,selected_k,selected_gross,selected_rebalance_every,validation_return_pct,worst_validation_segment_return_pct,best_blocked_alpha,best_blocked_mode,trade_cost,turnover,total_cost,total_turnover,trade_count,trades_json,candidate_count,constraints_passed_count,validation_engine,rebalance_on_target_change,target_change_rebalance,target_change_tolerance,max_session_loss_pct,session_loss_stop_hit,risk_action,pre_trade_equity,pre_trade_return_pct,decision_cache_hit,decision_elapsed_seconds,poll_elapsed_seconds,fetch_elapsed_seconds,fetch_parts,fetch_errors,fetch_rows,errors
2026-06-22T18:04:04,2026-06-22 17:30:00,2026-05-23 17:30:00,2026-06-22 17:30:00,cash,10000.0,10000.0,0.0,0.0,,{},{},,{},,,,,,,,voladj_mom_96,short_only,0.0,0.0,0.0,0.0,0,[],216,0,fast,True,False,0.05,1.0,False,,10000.0,0.0,False,5.034908400033601,14.251944199961144,5.054750600014813,50,0,31447,
