window_id,validation_start,validation_end,selection_start,selection_end,gate_start,gate_end,test_start,test_end,selected,gate_pass,gate_reject_reasons,alpha_name,mode,k,gross,rebalance_every,raw_alpha_name,raw_mode,raw_k,raw_gross,raw_rebalance_every,selection_initial_cash,selection_final_equity,selection_pnl,selection_return_pct,selection_max_drawdown_pct,selection_sharpe_like,selection_bars,selection_active_rate,selection_avg_turnover_per_bar,selection_total_turnover,selection_mean_gross_exposure,selection_stop_exits,selection_take_profit_exits,selection_filter_exits,selection_diplom_risk_available,selection_diplom_risk_class,selection_diplom_p_high,selection_diplom_risk_penalty_pct,selection_diplom_risk_reason,selection_diplom_risk_active_count,selection_diplom_risk_available_count,selection_diplom_risk_missing_count,selection_diplom_risk_stale_count,selection_diplom_risk_changed_count,selection_stress_return_pct,worst_selection_segment_return_pct,validation_initial_cash,validation_final_equity,validation_pnl,validation_return_pct,validation_max_drawdown_pct,validation_sharpe_like,validation_bars,validation_active_rate,validation_avg_turnover_per_bar,validation_total_turnover,validation_mean_gross_exposure,validation_stop_exits,validation_take_profit_exits,validation_filter_exits,validation_diplom_risk_available,validation_diplom_risk_class,validation_diplom_p_high,validation_diplom_risk_penalty_pct,validation_diplom_risk_reason,validation_diplom_risk_active_count,validation_diplom_risk_available_count,validation_diplom_risk_missing_count,validation_diplom_risk_stale_count,validation_diplom_risk_changed_count,validation_stress_return_pct,worst_validation_segment_return_pct,gate_initial_cash,gate_final_equity,gate_pnl,gate_return_pct,gate_max_drawdown_pct,gate_sharpe_like,gate_bars,gate_active_rate,gate_avg_turnover_per_bar,gate_total_turnover,gate_mean_gross_exposure,gate_stop_exits,gate_take_profit_exits,gate_filter_exits,gate_diplom_risk_available,gate_diplom_risk_class,gate_diplom_p_high,gate_diplom_risk_penalty_pct,gate_diplom_risk_reason,gate_diplom_risk_active_count,gate_diplom_risk_available_count,gate_diplom_risk_missing_count,gate_diplom_risk_stale_count,gate_diplom_risk_changed_count,gate_stress_return_pct,worst_gate_segment_return_pct,expected_return_pct,calibrated_expected_return_pct,uncertainty_pct,neural_uncertainty_pct,uses_neural_feature,neural_feature_bonus_pct,regime_risk,stress_edge_pct,decision_score,trade_probability,decision_mode,calibration_count,calibration_bias_pct,calibration_win_rate,calibration_mean_raw_test_return_pct,selection_period_count,selection_period_win_rate,selection_worst_period_return_pct,gate_period_count,gate_period_win_rate,gate_worst_period_return_pct,diplom_risk_available,diplom_risk_class,diplom_p_high,diplom_risk_penalty_pct,diplom_risk_reason,diplom_risk_active_count,diplom_risk_available_count,diplom_risk_missing_count,diplom_risk_stale_count,diplom_risk_changed_count,soft_risk_flags,test_initial_cash,test_final_equity,test_pnl,test_return_pct,test_max_drawdown_pct,test_sharpe_like,test_bars,test_active_rate,test_avg_turnover_per_bar,test_total_turnover,test_mean_gross_exposure,test_stop_exits,test_take_profit_exits,test_filter_exits,worst_test_segment_return_pct,test_stress_return_pct,raw_test_initial_cash,raw_test_final_equity,raw_test_pnl,raw_test_return_pct,raw_test_max_drawdown_pct,raw_test_sharpe_like,raw_test_bars,raw_test_active_rate,raw_test_avg_turnover_per_bar,raw_test_total_turnover,raw_test_mean_gross_exposure,raw_test_stop_exits,raw_test_take_profit_exits,raw_test_filter_exits,raw_test_diplom_risk_available,raw_test_diplom_risk_class,raw_test_diplom_p_high,raw_test_diplom_risk_penalty_pct,raw_test_diplom_risk_reason,raw_test_diplom_risk_active_count,raw_test_diplom_risk_available_count,raw_test_diplom_risk_missing_count,raw_test_diplom_risk_stale_count,raw_test_diplom_risk_changed_count,raw_test_stress_return_pct
1,2026-04-01T00:00:00,2026-05-01T00:00:00,2026-04-01T00:00:00,2026-04-24T00:00:00,2026-04-24T00:00:00,2026-05-01T00:00:00,2026-05-01T00:00:00,2026-06-01T00:00:00,cash_gate_veto,False,"decision_score,catastrophic_regime_risk",cash,cash,0,0.0,0,rev_96,short_only,1,1.5,24,10000.0,13069.227376731676,3069.2273767316765,30.692273767316756,-18.245615855235076,3.1358544723453106,2064,1.0,0.07340116279069768,151.5,1.5,0,0,0,False,,,0.0,"diplom_risk_missing,diplom_risk_stale",86,0,67,19,0,12.256868737011173,-4.105511228165759,10000.0,9798.61894213264,-201.38105786736014,-2.0138105786736027,-9.690953747834463,-0.5567370603203609,620,1.0,0.055645161290322584,34.5,1.5,0,0,0,False,,,0.0,"diplom_risk_stale,diplom_risk_missing",26,0,23,3,0,-5.348259901420482,-5.919510132486295,10000.0,9798.61894213264,-201.38105786736014,-2.0138105786736027,-9.690953747834463,-0.5567370603203609,620,1.0,0.055645161290322584,34.5,1.5,0,0,0,False,,,0.0,"diplom_risk_stale,diplom_risk_missing",26,0,23,3,0,-5.348259901420482,-5.919510132486295,-5.348259901420482,-5.348259901420482,19.833185891689677,3.4037103786921272,False,0.0,0.9839607917525737,-13.76581615114073,-13.76581615114073,0.3331260893046465,balanced,0,0.0,,,1,1.0,30.692273767316756,1,0.0,-2.0138105786736027,False,,,0.0,"diplom_risk_stale,diplom_risk_missing",26,0,23,3,0,"gate_stress,gate_month_win_rate,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,7572.567004839442,-2427.4329951605578,-24.274329951605576,-27.982987480778977,-2.967083832663169,2535,1.0,0.07159763313609467,181.5,1.5,0,0,0,False,,,0.0,"diplom_risk_missing,diplom_risk_stale",106,0,89,17,0,-36.89143865775749
