wall_time,latest_candle,validation_start,validation_end,action,cash,equity,pnl,return_pct,position_symbols,positions_json,position_values_json,target_symbols,target_weights_json,selected_alpha,selected_mode,selected_k,selected_gross,selected_rebalance_every,validation_return_pct,worst_validation_segment_return_pct,best_blocked_alpha,best_blocked_mode,trade_cost,turnover,total_cost,total_turnover,trade_count,trades_json,candidate_count,constraints_passed_count,validation_engine,decision_cache_hit,decision_elapsed_seconds,poll_elapsed_seconds,fetch_elapsed_seconds,fetch_parts,fetch_errors,fetch_rows,errors
2026-06-22T17:26:07,2026-06-22 17:00:00,2026-05-23 17:00:00,2026-06-22 17:00:00,rebalance,24985.0,9985.0,-15.0,-0.14999999999999458,"CNRU,RNFT,SMLT","{""CNRU"": -9.134088417975887, ""RNFT"": -70.12622720897616, ""SMLT"": -15.994881637875878}","{""CNRU"": -5000.0, ""RNFT"": -5000.0, ""SMLT"": -5000.0}","CNRU,RNFT,SMLT","{""CNRU"": -0.5, ""RNFT"": -0.5, ""SMLT"": -0.5}",voladj_mom_96,short_only,3.0,1.5,24.0,28.376162144185948,0.828655805029288,mom_96,short_only,15.0,15000.0,15.0,15000.0,3,"[{""symbol"": ""CNRU"", ""price"": 547.4, ""delta_value"": -5000.0, ""delta_shares"": -9.134088417975887, ""target_weight"": -0.5, ""trade_cost"": 5.0}, {""symbol"": ""RNFT"", ""price"": 71.3, ""delta_value"": -5000.0, ""delta_shares"": -70.12622720897616, ""target_weight"": -0.5, ""trade_cost"": 5.0}, {""symbol"": ""SMLT"", ""price"": 312.6, ""delta_value"": -5000.0, ""delta_shares"": -15.994881637875878, ""target_weight"": -0.5, ""trade_cost"": 5.0}]",216,3,fast,False,6.983799199981149,16.97700029995758,5.080014800012577,50.0,0.0,31297.0,
2026-06-22T17:26:24,2026-06-22 17:00:00,2026-05-23 17:00:00,2026-06-22 17:00:00,final_close,9970.0,9970.0,-30.0,-0.30000000000000027,,{},{},,{},,,,,,,,,,15.0,15000.0,30.0,30000.0,3,"[{""symbol"": ""CNRU"", ""price"": 547.4, ""delta_value"": 5000.0, ""delta_shares"": 9.134088417975887, ""target_weight"": 0.0, ""trade_cost"": 5.0}, {""symbol"": ""RNFT"", ""price"": 71.3, ""delta_value"": 5000.0, ""delta_shares"": 70.12622720897616, ""target_weight"": 0.0, ""trade_cost"": 5.0}, {""symbol"": ""SMLT"", ""price"": 312.6, ""delta_value"": 5000.0, ""delta_shares"": 15.994881637875878, ""target_weight"": 0.0, ""trade_cost"": 5.0}]",0,0,,,,,,,,,
