wall_time,latest_candle,validation_start,validation_end,action,cash,equity,pnl,return_pct,position_symbols,positions_json,position_values_json,target_symbols,target_weights_json,selected_alpha,selected_mode,selected_k,selected_gross,selected_rebalance_every,validation_return_pct,worst_validation_segment_return_pct,best_blocked_alpha,best_blocked_mode,trade_cost,turnover,total_cost,total_turnover,trade_count,trades_json,candidate_count,constraints_passed_count,errors
2026-06-22T17:04:13,2026-06-22 16:30:00,2026-05-23 16:30:00,2026-06-22 16:30:00,rebalance,14995.0,9995.0,-5.0,-0.04999999999999449,SPBE,"{""SPBE"": -32.57328990228013}","{""SPBE"": -5000.0}",SPBE,"{""SPBE"": -0.5}",mom_48,short_only,1.0,0.5,24.0,20.935631949117628,1.2557436945830336,mom_48,short_only,5.0,5000.0,5.0,5000.0,1,"[{""symbol"": ""SPBE"", ""price"": 153.5, ""delta_value"": -5000.0, ""delta_shares"": -32.57328990228013, ""target_weight"": -0.5, ""trade_cost"": 5.0}]",216,2,
2026-06-22T17:05:56,2026-06-22 16:30:00,2026-05-23 16:30:00,2026-06-22 16:30:00,final_close,9990.0,9990.0,-10.0,-0.10000000000000009,,{},{},,{},,,,,,,,,,5.0,5000.0,10.0,10000.0,1,"[{""symbol"": ""SPBE"", ""price"": 153.5, ""delta_value"": 5000.0, ""delta_shares"": 32.57328990228013, ""target_weight"": 0.0, ""trade_cost"": 5.0}]",0,0,
