window_id,selected,gate_pass,gate_reject_reasons,alpha_name,mode,k,gross,rebalance_every,expected_return_pct,calibrated_expected_return_pct,uncertainty_pct,neural_uncertainty_pct,uses_neural_feature,neural_feature_bonus_pct,regime_risk,stress_edge_pct,decision_score,trade_probability,decision_mode,calibration_count,calibration_bias_pct,calibration_win_rate,calibration_mean_raw_test_return_pct,selection_period_count,selection_period_win_rate,selection_worst_period_return_pct,gate_period_count,gate_period_win_rate,gate_worst_period_return_pct,selection_stress_return_pct,gate_stress_return_pct,diplom_risk_available,diplom_risk_class,diplom_p_high,diplom_risk_penalty_pct,diplom_risk_reason,diplom_risk_active_count,diplom_risk_available_count,diplom_risk_missing_count,diplom_risk_stale_count,diplom_risk_changed_count,soft_risk_flags
1,cash_gate_veto,False,"decision_score,catastrophic_regime_risk",rev_96,short_only,1,1.5,24,-5.348259901420482,-5.348259901420482,19.833185891689677,3.4037103786921272,False,0.0,0.9839607917525737,-13.76581615114073,-13.76581615114073,0.3331260893046465,balanced,0,0.0,,,1,1.0,30.692273767316756,1,0.0,-2.0138105786736027,12.256868737011173,-5.348259901420482,False,,,0.0,diplom_risk_disabled,0,0,0,0,0,"gate_stress,gate_month_win_rate,stress_edge,may_like_regime"
