window_id,selection_end,gate_start,gate_end,bars,start_timestamp,end_timestamp,market_return_pct,market_max_drawdown_pct,market_volatility_pct,market_dispersion_pct,market_mom_24_mean_pct,market_mom_96_mean_pct,regime_risk,regime_reason,regime_history_windows,regime_bad_windows,regime_similarity,regime_bad_return_cutoff_pct,regime_bad_drawdown_cutoff_pct
1,2026-04-24T00:00:00,2026-04-24T00:00:00,2026-05-01T00:00:00,620,2026-04-24 06:50:00,2026-04-30 23:40:00,-6.249814987182617,-7.525730133056641,0.10138179361820221,0.1421457678079605,-0.25272395265449543,-1.0506619059130953,0.9839607917525737,prior_bad_regime_similarity,190,59,0.9633458065111721,-2.0234376192092896,-4.430228233337402
