test_month,windows,trade_windows,return_pct,mean_window_return_pct,worst_window_return_pct
2026-01,1,1,-4.197525005726,-4.197525005726,-4.197525005726
2026-02,4,0,0.0,0.0,0.0
2026-03,4,0,0.0,0.0,0.0
2026-04,4,0,0.0,0.0,0.0
2026-05,5,0,0.0,0.0,0.0
2026-06,1,0,0.0,0.0,0.0
