window_id,validation_start,validation_end,selection_start,selection_end,gate_start,gate_end,test_start,test_end,selected,gate_pass,gate_reject_reasons,alpha_name,mode,k,gross,rebalance_every,raw_alpha_name,raw_mode,raw_k,raw_gross,raw_rebalance_every,selection_initial_cash,selection_final_equity,selection_pnl,selection_return_pct,selection_max_drawdown_pct,selection_sharpe_like,selection_bars,selection_active_rate,selection_avg_turnover_per_bar,selection_total_turnover,selection_mean_gross_exposure,selection_stop_exits,selection_take_profit_exits,selection_filter_exits,selection_stress_return_pct,worst_selection_segment_return_pct,validation_initial_cash,validation_final_equity,validation_pnl,validation_return_pct,validation_max_drawdown_pct,validation_sharpe_like,validation_bars,validation_active_rate,validation_avg_turnover_per_bar,validation_total_turnover,validation_mean_gross_exposure,validation_stop_exits,validation_take_profit_exits,validation_filter_exits,validation_stress_return_pct,worst_validation_segment_return_pct,gate_initial_cash,gate_final_equity,gate_pnl,gate_return_pct,gate_max_drawdown_pct,gate_sharpe_like,gate_bars,gate_active_rate,gate_avg_turnover_per_bar,gate_total_turnover,gate_mean_gross_exposure,gate_stop_exits,gate_take_profit_exits,gate_filter_exits,gate_stress_return_pct,worst_gate_segment_return_pct,expected_return_pct,calibrated_expected_return_pct,uncertainty_pct,neural_uncertainty_pct,uses_neural_feature,neural_feature_bonus_pct,regime_risk,stress_edge_pct,decision_score,trade_probability,decision_mode,calibration_count,calibration_bias_pct,calibration_win_rate,calibration_mean_raw_test_return_pct,selection_period_count,selection_period_win_rate,selection_worst_period_return_pct,gate_period_count,gate_period_win_rate,gate_worst_period_return_pct,diplom_risk_available,diplom_risk_class,diplom_p_high,diplom_risk_penalty_pct,diplom_risk_reason,diplom_risk_active_count,diplom_risk_available_count,diplom_risk_missing_count,diplom_risk_stale_count,diplom_risk_changed_count,soft_risk_flags,test_initial_cash,test_final_equity,test_pnl,test_return_pct,test_max_drawdown_pct,test_sharpe_like,test_bars,test_active_rate,test_avg_turnover_per_bar,test_total_turnover,test_mean_gross_exposure,test_stop_exits,test_take_profit_exits,test_filter_exits,worst_test_segment_return_pct,test_stress_return_pct,raw_test_initial_cash,raw_test_final_equity,raw_test_pnl,raw_test_return_pct,raw_test_max_drawdown_pct,raw_test_sharpe_like,raw_test_bars,raw_test_active_rate,raw_test_avg_turnover_per_bar,raw_test_total_turnover,raw_test_mean_gross_exposure,raw_test_stop_exits,raw_test_take_profit_exits,raw_test_filter_exits,raw_test_stress_return_pct
1,2026-01-01T00:00:00,2026-01-31T00:00:00,2026-01-01T00:00:00,2026-01-24T00:00:00,2026-01-24T00:00:00,2026-01-31T00:00:00,2026-01-31T00:00:00,2026-02-07T00:00:00,alpha_policy,True,,voladj_mom_96,long_only,1,1.5,24,voladj_mom_96,long_only,1,1.5,24,10000.0,10965.76513694967,965.7651369496707,9.657651369496701,-5.782837300376897,2.343190171018922,1524,1.0,0.08366141732283465,127.5,1.5,0,0,0,-3.5257713993847806,-0.9821247041837622,10000.0,11464.648154376233,1464.648154376233,14.646481543762334,-9.922653210584343,5.136588901045693,615,1.0,0.08536585365853659,52.5,1.5,0,0,0,8.754760388752757,-2.238799944042791,10000.0,11464.648154376233,1464.648154376233,14.646481543762334,-9.922653210584343,5.136588901045693,615,1.0,0.08536585365853659,52.5,1.5,0,0,0,8.754760388752757,-2.238799944042791,8.754760388752757,8.754760388752757,6.717523312566394,2.849823268703543,False,0.0,0.851269179825364,5.126723459616473,5.126723459616473,0.682045168708938,balanced,0,0.0,,,1,1.0,9.657651369496701,1,1.0,14.646481543762334,False,,,0.0,diplom_risk_disabled,0,0,0,0,0,may_like_regime,10000.0,9580.2474994274,-419.7525005726002,-4.197525005726,-12.306952615501965,-1.7918856244190187,615,1.0,0.08536585365853659,52.5,1.5,0,0,0,-4.442424143179813,-9.119978955793318,10000.0,9580.2474994274,-419.7525005726002,-4.197525005726,-12.306952615501965,-1.7918856244190187,615,1.0,0.08536585365853659,52.5,1.5,0,0,0,-9.119978955793318
2,2026-01-08T00:00:00,2026-02-07T00:00:00,2026-01-08T00:00:00,2026-01-31T00:00:00,2026-01-31T00:00:00,2026-02-07T00:00:00,2026-02-07T00:00:00,2026-02-14T00:00:00,cash_gate_veto,False,"decision_score,catastrophic_regime_risk",cash,cash,0,0.0,0,mom_96,long_only,3,1.5,24,10000.0,10663.448106846345,663.4481068463447,6.634481068463449,-9.407932278101928,1.4134809297634547,1937,1.0,0.050335570469798654,97.5,1.5,0,0,0,-3.299873411253562,-4.509432977965466,10000.0,9200.213601336874,-799.7863986631255,-7.997863986631259,-12.545603483441415,-5.056163066600222,615,1.0,0.06747967479674796,41.5,1.5,0,0,0,-11.751138982122866,-8.892384680298571,10000.0,9200.213601336874,-799.7863986631255,-7.997863986631259,-12.545603483441415,-5.056163066600222,615,1.0,0.06747967479674796,41.5,1.5,0,0,0,-11.751138982122866,-8.892384680298571,-11.751138982122866,-11.751138982122866,11.361435109046454,2.3786930438990774,False,0.0,0.9513967172875318,-17.15473634622042,-17.15473634622042,0.1809522377061993,balanced,1,0.0,,,1,1.0,6.634481068463449,2,0.5,-8.013088735044438,False,,,0.0,diplom_risk_disabled,0,0,0,0,0,"gate_stress,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,9124.439473489316,-875.5605265106842,-8.755605265106848,-11.959846364484484,-7.902052275187147,615,1.0,0.07723577235772358,47.5,1.5,0,0,0,-13.002138238630302
3,2026-01-15T00:00:00,2026-02-14T00:00:00,2026-01-15T00:00:00,2026-02-07T00:00:00,2026-02-07T00:00:00,2026-02-14T00:00:00,2026-02-14T00:00:00,2026-02-21T00:00:00,cash_gate_veto,False,decision_score,cash,cash,0,0.0,0,voladj_mom_96,long_only,1,0.5,24,10000.0,10048.048283493563,48.04828349356285,0.48048283493562494,-5.510376440565867,0.2700806228667382,2047,1.0,0.031021006350757205,63.5,0.5,0,0,0,-5.711252454567894,-3.636925260663393,10000.0,9693.264257547877,-306.7357424521233,-3.067357424521233,-4.78601144896027,-6.9434706329139555,615,1.0,0.03333333333333333,20.5,0.5,0,0,0,-5.037273028155775,-1.0845386775432897,10000.0,9693.264257547877,-306.7357424521233,-3.067357424521233,-4.78601144896027,-6.9434706329139555,615,1.0,0.03333333333333333,20.5,0.5,0,0,0,-5.037273028155775,-1.0845386775432897,-5.037273028155775,-5.037273028155775,5.671121933267156,2.8504952465972075,False,0.0,0.7781754177458676,-8.18942883141808,-8.18942883141808,0.19091773497584508,balanced,2,0.0,,,2,0.5,-3.0461386527211864,1,0.0,-3.067357424521233,False,,,0.0,diplom_risk_disabled,0,0,0,0,0,"gate_stress,gate_month_win_rate,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,9802.737492187362,-197.26250781263843,-1.9726250781263888,-3.5296028931822154,-3.8213103403467663,505,1.0,0.032673267326732675,16.5,0.5,0,0,0,-3.5789036579586875
4,2026-01-22T00:00:00,2026-02-21T00:00:00,2026-01-22T00:00:00,2026-02-14T00:00:00,2026-02-14T00:00:00,2026-02-21T00:00:00,2026-02-21T00:00:00,2026-02-28T00:00:00,cash_gate_veto,False,decision_score,cash,cash,0,0.0,0,voladj_mom_96,long_only,1,1.5,24,10000.0,11138.146985810637,1138.1469858106375,11.381469858106374,-20.51778323753951,1.71130707881713,2047,1.0,0.08720078163165608,178.5,1.5,0,0,0,-6.899170946707745,-5.911325273248636,10000.0,9401.17989448361,-598.82010551639,-5.9882010551639,-10.340035406274028,-3.8213104288570916,505,1.0,0.09801980198019802,49.5,1.5,0,0,0,-10.54606468849304,-3.844503183003145,10000.0,9401.17989448361,-598.82010551639,-5.9882010551639,-10.340035406274028,-3.8213104288570916,505,1.0,0.09801980198019802,49.5,1.5,0,0,0,-10.54606468849304,-3.844503183003145,-10.54606468849304,-10.54606468849304,25.077742302975466,3.3766663358123465,False,0.0,0.7155854523335377,-20.396652673034758,-20.396652673034758,0.30717988306957594,balanced,3,0.0,,,2,0.5,-13.210949447659281,1,0.0,-5.9882010551639,False,,,0.0,diplom_risk_disabled,0,0,0,0,0,"gate_stress,gate_month_win_rate,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,9483.587916773118,-516.4120832268818,-5.164120832268814,-8.692119736992154,-3.6653280220373605,569,1.0,0.10808435852372583,61.5,1.5,0,0,0,-10.845228375135484
5,2026-01-29T00:00:00,2026-02-28T00:00:00,2026-01-29T00:00:00,2026-02-21T00:00:00,2026-02-21T00:00:00,2026-02-28T00:00:00,2026-02-28T00:00:00,2026-03-07T00:00:00,cash_gate_veto,False,decision_score,cash,cash,0,0.0,0,mom_48,short_only,1,0.5,24,10000.0,10063.536615346307,63.53661534630737,0.6353661534630684,-5.5555176109761355,0.3448862390738318,1937,1.0,0.031750129065565305,61.5,0.5,0,0,0,-5.376838328756694,-0.9598145275404368,10000.0,9859.0738437989,-140.92615620109973,-1.4092615620109994,-2.46834703093719,-4.048999048411811,569,1.0,0.030755711775043937,17.5,0.5,0,0,0,-3.1221328482449517,-1.0320146053438006,10000.0,9859.0738437989,-140.92615620109973,-1.4092615620109994,-2.46834703093719,-4.048999048411811,569,1.0,0.030755711775043937,17.5,0.5,0,0,0,-3.1221328482449517,-1.0320146053438006,-3.1221328482449517,-3.3109028321460925,3.7012341424895516,1.434717646528346,False,0.0,0.6841778376838463,-5.632601538543205,-5.632601538543205,0.17919409288809404,balanced,4,-0.3775399678022817,0.0,-5.022469045307012,2,0.5,-1.871563719071856,1,0.0,-1.4092615620109994,False,,,0.0,diplom_risk_disabled,0,0,0,0,0,"gate_stress,gate_month_win_rate,stress_edge",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,10013.605475013943,13.60547501394285,0.13605475013942492,-3.300831494322931,0.29026717886886133,615,1.0,0.03170731707317073,19.5,0.5,0,0,0,-1.800229364612893
6,2026-02-05T00:00:00,2026-03-07T00:00:00,2026-02-05T00:00:00,2026-02-28T00:00:00,2026-02-28T00:00:00,2026-03-07T00:00:00,2026-03-07T00:00:00,2026-03-14T00:00:00,cash_gate_veto,False,decision_score,cash,cash,0,0.0,0,mom_48,short_only,1,0.5,24,10000.0,9874.414790177705,-125.58520982229493,-1.2558520982229537,-3.9923601114780216,-0.5811067146274627,1891,1.0,0.0298783712321523,56.5,0.5,0,0,0,-6.688181495494538,-1.8061058220998127,10000.0,10013.605475013943,13.60547501394285,0.13605475013942492,-3.300831494322931,0.29026717886886133,615,1.0,0.03170731707317073,19.5,0.5,0,0,0,-1.800229364612893,-2.030834334744569,10000.0,10013.605475013943,13.60547501394285,0.13605475013942492,-3.300831494322931,0.29026717886886133,615,1.0,0.03170731707317073,19.5,0.5,0,0,0,-1.800229364612893,-2.030834334744569,-1.800229364612893,-1.625426591895368,2.4261586398480954,1.89877973887353,False,0.0,0.8611883513553864,-3.7663646428752813,-3.7663646428752813,0.17474014337499247,balanced,5,0.34960554543504996,0.2,-3.9907642862177246,1,0.0,-1.2558520982229537,2,1.0,0.06181285052291319,False,,,0.0,diplom_risk_disabled,0,0,0,0,0,"gate_stress,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,9952.704011021853,-47.29598897814685,-0.47295988978146575,-2.5453534840748637,-0.8436486698185488,505,1.0,0.032673267326732675,16.5,0.5,0,0,0,-2.1036763412294768
7,2026-02-12T00:00:00,2026-03-14T00:00:00,2026-02-12T00:00:00,2026-03-07T00:00:00,2026-03-07T00:00:00,2026-03-14T00:00:00,2026-03-14T00:00:00,2026-03-21T00:00:00,cash_gate_veto,False,decision_score,cash,cash,0,0.0,0,mom_96,long_only,3,1.5,24,10000.0,10532.487087743299,532.4870877432986,5.324870877432986,-7.3656782088470045,1.3117674828395547,1891,1.0,0.05896351136964569,111.5,1.5,0,0,0,-5.820196058155325,-3.574691295256749,10000.0,8760.885863869535,-1239.1141361304653,-12.391141361304658,-16.22587616753448,-7.822716168488574,505,1.0,0.0702970297029703,35.5,1.5,0,0,0,-15.454435685018343,-6.975992454288605,10000.0,8760.885863869535,-1239.1141361304653,-12.391141361304658,-16.22587616753448,-7.822716168488574,505,1.0,0.0702970297029703,35.5,1.5,0,0,0,-15.454435685018343,-6.975992454288605,-15.454435685018343,-15.198160918184453,16.278052621672767,2.8484761545603923,False,0.0,0.864506148412376,-22.192238558388485,-22.192238558388485,0.20370080806682214,balanced,6,0.5125495336677796,0.16666666666666666,-3.4044635534783487,2,0.5,-5.060531160475534,1,0.0,-12.391141361304658,False,,,0.0,diplom_risk_disabled,0,0,0,0,0,"gate_stress,gate_month_win_rate,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,9253.968668550637,-746.0313314493633,-7.460313314493627,-8.847693163486836,-6.502082480456228,615,1.0,0.06422764227642276,39.5,1.5,0,0,0,-11.056704938338447
8,2026-02-19T00:00:00,2026-03-21T00:00:00,2026-02-19T00:00:00,2026-03-14T00:00:00,2026-03-14T00:00:00,2026-03-21T00:00:00,2026-03-21T00:00:00,2026-03-28T00:00:00,cash_gate_veto,False,decision_score,cash,cash,0,0.0,0,rev_12,long_short,1,0.5,24,10000.0,10018.3065504455,18.30655044550076,0.18306550445501557,-2.98792851567804,0.1860410604594679,1891,1.0,0.04045478582760444,76.5,0.5,0,0,0,-7.203642586665959,-1.7803151983944887,10000.0,9682.677306620835,-317.3226933791648,-3.1732269337916508,-4.461773317763107,-7.937895041149536,615,1.0,0.03983739837398374,24.5,0.5,0,0,0,-5.519280853706221,-1.8941683582118785,10000.0,9682.677306620835,-317.3226933791648,-3.1732269337916508,-4.461773317763107,-7.937895041149536,615,1.0,0.03983739837398374,24.5,0.5,0,0,0,-5.519280853706221,-1.8941683582118785,-5.519280853706221,-4.728608027096835,4.401533486910148,2.6745139585378075,False,0.0,0.9237771405005906,-7.654810458266273,-7.654810458266273,0.1494242966399564,balanced,7,1.5813456532187704,0.14285714285714285,-3.983870662194817,2,0.5,-0.8439404400119255,1,0.0,-3.1732269337916508,False,,,0.0,diplom_risk_disabled,0,0,0,0,0,"gate_stress,gate_month_win_rate,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,9905.692491753249,-94.30750824675124,-0.9430750824675149,-2.5926683552458307,-2.12923477141845,510,1.0,0.03823529411764706,19.5,0.5,0,0,0,-2.8584828422877018
9,2026-02-26T00:00:00,2026-03-28T00:00:00,2026-02-26T00:00:00,2026-03-21T00:00:00,2026-03-21T00:00:00,2026-03-28T00:00:00,2026-03-28T00:00:00,2026-04-04T00:00:00,cash_gate_veto,False,catastrophic_regime_risk,cash,cash,0,0.0,0,voladj_rev_12,short_only,1,0.5,24,10000.0,10036.760824489565,36.76082448956549,0.36760824489565636,-4.335403278295447,0.2594707500264627,1937,1.0,0.04104284976768198,79.5,0.5,0,0,0,-7.313407281623185,-1.0494103756470752,10000.0,10400.551489318077,400.5514893180771,4.005514893180773,-1.8504512191129918,6.695197232246231,510,1.0,0.04215686274509804,21.5,0.5,0,0,0,1.7900271383236799,0.0008472508882251262,10000.0,10400.551489318077,400.5514893180771,4.005514893180773,-1.8504512191129918,6.695197232246231,510,1.0,0.04215686274509804,21.5,0.5,0,0,0,1.7900271383236799,0.0008472508882251262,1.7900271383236799,2.767878722309311,3.64584211719784,1.9999809118665077,False,0.0,0.9849242448181841,0.014447614062790937,0.014447614062790937,0.5009906898524319,balanced,8,1.9557031679712622,0.125,-3.603771214728904,2,0.5,-0.7671079630199862,1,1.0,4.005514893180773,False,,,0.0,diplom_risk_disabled,0,0,0,0,0,may_like_regime,10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,9711.421305447648,-288.5786945523523,-2.8857869455235274,-3.8923989530482372,-6.660628967923895,620,1.0,0.04112903225806452,25.5,0.5,0,0,0,-5.333535767278697
10,2026-03-05T00:00:00,2026-04-04T00:00:00,2026-03-05T00:00:00,2026-03-28T00:00:00,2026-03-28T00:00:00,2026-04-04T00:00:00,2026-04-04T00:00:00,2026-04-11T00:00:00,cash_gate_veto,False,decision_score,cash,cash,0,0.0,0,rev_12,short_only,1,1.5,24,10000.0,14901.86725859362,4901.86725859362,49.018672585936194,-10.61963784577815,6.101141216548102,1832,1.0,0.1236353711790393,226.5,1.5,0,0,0,18.713021522483707,-1.8559001005292286,10000.0,9811.9406119145,-188.05938808549945,-1.8805938808549971,-6.165145493049828,-0.9706331093139006,620,1.0,0.11854838709677419,73.5,1.5,0,0,0,-8.860737112583816,-3.712991139674271,10000.0,9811.9406119145,-188.05938808549945,-1.8805938808549971,-6.165145493049828,-0.9706331093139006,620,1.0,0.11854838709677419,73.5,1.5,0,0,0,-8.860737112583816,-3.712991139674271,-8.860737112583816,-8.251303153699212,28.469910225817408,2.73090450231953,False,0.0,0.8972611330676833,-19.56166343233683,-19.56166343233683,0.33467859582924686,balanced,9,1.21886791776921,0.1111111111111111,-3.5239951848171955,1,1.0,49.018672585936194,2,0.5,-2.086857383429974,False,,,0.0,diplom_risk_disabled,0,0,0,0,0,"gate_stress,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,10253.897988739107,253.89798873910695,2.5389798873910685,-6.560459339021674,1.7138088311547575,620,1.0,0.12338709677419354,76.5,1.5,0,0,0,-5.050643330045645
