reject_reason,windows,raw_profitable_windows,raw_losing_windows,avoided_loss_pct,missed_profit_pct,mean_raw_test_return_pct
decision_score,39,12,27,285.12455515435727,62.0929028364084,-5.718760315844842
catastrophic_regime_risk,19,6,13,180.38185040256275,51.49301503112617,-6.783622914286136
