window_id,validation_start,validation_end,selection_start,selection_end,gate_start,gate_end,test_start,test_end,selected,gate_pass,gate_reject_reasons,alpha_name,mode,k,gross,rebalance_every,raw_alpha_name,raw_mode,raw_k,raw_gross,raw_rebalance_every,selection_initial_cash,selection_final_equity,selection_pnl,selection_return_pct,selection_max_drawdown_pct,selection_sharpe_like,selection_bars,selection_active_rate,selection_avg_turnover_per_bar,selection_total_turnover,selection_mean_gross_exposure,selection_stop_exits,selection_take_profit_exits,selection_filter_exits,selection_diplom_risk_available,selection_diplom_risk_class,selection_diplom_p_high,selection_diplom_risk_penalty_pct,selection_diplom_risk_reason,selection_diplom_risk_active_count,selection_diplom_risk_available_count,selection_diplom_risk_missing_count,selection_diplom_risk_stale_count,selection_diplom_risk_changed_count,selection_stress_return_pct,worst_selection_segment_return_pct,validation_initial_cash,validation_final_equity,validation_pnl,validation_return_pct,validation_max_drawdown_pct,validation_sharpe_like,validation_bars,validation_active_rate,validation_avg_turnover_per_bar,validation_total_turnover,validation_mean_gross_exposure,validation_stop_exits,validation_take_profit_exits,validation_filter_exits,validation_diplom_risk_available,validation_diplom_risk_class,validation_diplom_p_high,validation_diplom_risk_penalty_pct,validation_diplom_risk_reason,validation_diplom_risk_active_count,validation_diplom_risk_available_count,validation_diplom_risk_missing_count,validation_diplom_risk_stale_count,validation_diplom_risk_changed_count,validation_stress_return_pct,worst_validation_segment_return_pct,gate_initial_cash,gate_final_equity,gate_pnl,gate_return_pct,gate_max_drawdown_pct,gate_sharpe_like,gate_bars,gate_active_rate,gate_avg_turnover_per_bar,gate_total_turnover,gate_mean_gross_exposure,gate_stop_exits,gate_take_profit_exits,gate_filter_exits,gate_diplom_risk_available,gate_diplom_risk_class,gate_diplom_p_high,gate_diplom_risk_penalty_pct,gate_diplom_risk_reason,gate_diplom_risk_active_count,gate_diplom_risk_available_count,gate_diplom_risk_missing_count,gate_diplom_risk_stale_count,gate_diplom_risk_changed_count,gate_stress_return_pct,worst_gate_segment_return_pct,expected_return_pct,calibrated_expected_return_pct,uncertainty_pct,neural_uncertainty_pct,uses_neural_feature,neural_feature_bonus_pct,regime_risk,stress_edge_pct,decision_score,trade_probability,decision_mode,calibration_count,calibration_bias_pct,calibration_win_rate,calibration_mean_raw_test_return_pct,selection_period_count,selection_period_win_rate,selection_worst_period_return_pct,gate_period_count,gate_period_win_rate,gate_worst_period_return_pct,diplom_risk_available,diplom_risk_class,diplom_p_high,diplom_risk_penalty_pct,diplom_risk_reason,diplom_risk_active_count,diplom_risk_available_count,diplom_risk_missing_count,diplom_risk_stale_count,diplom_risk_changed_count,soft_risk_flags,test_initial_cash,test_final_equity,test_pnl,test_return_pct,test_max_drawdown_pct,test_sharpe_like,test_bars,test_active_rate,test_avg_turnover_per_bar,test_total_turnover,test_mean_gross_exposure,test_stop_exits,test_take_profit_exits,test_filter_exits,worst_test_segment_return_pct,test_stress_return_pct,raw_test_initial_cash,raw_test_final_equity,raw_test_pnl,raw_test_return_pct,raw_test_max_drawdown_pct,raw_test_sharpe_like,raw_test_bars,raw_test_active_rate,raw_test_avg_turnover_per_bar,raw_test_total_turnover,raw_test_mean_gross_exposure,raw_test_stop_exits,raw_test_take_profit_exits,raw_test_filter_exits,raw_test_diplom_risk_available,raw_test_diplom_risk_class,raw_test_diplom_p_high,raw_test_diplom_risk_penalty_pct,raw_test_diplom_risk_reason,raw_test_diplom_risk_active_count,raw_test_diplom_risk_available_count,raw_test_diplom_risk_missing_count,raw_test_diplom_risk_stale_count,raw_test_diplom_risk_changed_count,raw_test_stress_return_pct,test_diplom_risk_available,test_diplom_risk_class,test_diplom_p_high,test_diplom_risk_penalty_pct,test_diplom_risk_reason,test_diplom_risk_active_count,test_diplom_risk_available_count,test_diplom_risk_missing_count,test_diplom_risk_stale_count,test_diplom_risk_changed_count
11,2023-06-28T09:50:00,2023-10-26T09:50:00,2023-06-28T09:50:00,2023-09-26T09:50:00,2023-09-26T09:50:00,2023-10-26T09:50:00,2023-10-26T09:50:00,2023-11-25T09:50:00,cash_gate_veto,False,decision_score,cash,cash,0,0.0,0,voladj_mom_96,short_only,1,0.5,24,10000.0,9963.362178977657,-36.637821022342905,-0.3663782102234281,-6.015356540747973,-0.013885327602314756,5312,1.0,0.030402861445783132,161.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,222,0,222,0,0,-15.246487966231303,-2.125135654632815,10000.0,9567.915385259827,-432.0846147401735,-4.320846147401736,-7.9844560644942835,-2.17318793200592,1826,1.0,0.032037239868565166,58.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,77,0,77,0,0,-9.765190316194817,-2.8197024849401564,10000.0,9567.915385259827,-432.0846147401735,-4.320846147401736,-7.9844560644942835,-2.17318793200592,1826,1.0,0.032037239868565166,58.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,77,0,77,0,0,-9.765190316194817,-2.8197024849401564,-9.765190316194817,-8.068143067891002,7.019210692738696,2.2517566185130122,False,0.0,0.8521945122085955,-11.803158578662439,-11.803158578662439,0.15689024123240147,balanced,10,3.3940944966076287,0.3,-3.5157205262678852,4,0.75,-4.142018106361311,2,0.0,-2.6532571626138646,False,,,0.0,diplom_risk_missing,77,0,77,0,0,"gate_stress,gate_month_win_rate,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,8794.223162114928,-1205.7768378850724,-12.057768378850719,-14.940429002789447,-3.7051217229444307,1826,1.0,0.03258488499452355,59.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,77,0,77,0,0,-17.14482165535832,,,,,,,,,,
12,2023-07-28T09:50:00,2023-11-25T09:50:00,2023-07-28T09:50:00,2023-10-26T09:50:00,2023-10-26T09:50:00,2023-11-25T09:50:00,2023-11-25T09:50:00,2023-12-25T09:50:00,cash_gate_veto,False,catastrophic_regime_risk,cash,cash,0,0.0,0,mom_96,short_only,1,0.5,24,10000.0,10084.230545149065,84.23054514906471,0.8423054514906436,-6.280753000124273,0.2060838601553053,5312,1.0,0.02739081325301205,145.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,222,0,222,0,0,-12.832109736984144,-3.1177818060196483,10000.0,10962.716101856746,962.7161018567458,9.627161018567465,-12.458372441893317,2.1060212025984524,1826,1.0,0.019989047097480832,36.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,77,0,77,0,0,5.691259278916139,-8.46880987235873,10000.0,10962.716101856746,962.7161018567458,9.627161018567465,-12.458372441893317,2.1060212025984524,1826,1.0,0.019989047097480832,36.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,77,0,77,0,0,5.691259278916139,-8.46880987235873,5.691259278916139,7.129821410889793,8.174385345226241,2.7715736755182023,False,0.0,1.0,2.768786540060608,2.768786540060608,0.5838783356867677,balanced,11,2.877124263947308,0.2727272727272727,-4.292270331048143,4,0.25,-1.4774032174678542,2,0.5,-0.6038397164827791,False,,,0.0,diplom_risk_missing,77,0,77,0,0,may_like_regime,10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,9648.361550654787,-351.6384493452133,-3.5163844934521293,-9.791843008603573,-1.2415410034452743,1660,1.0,0.026807228915662652,44.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,70,0,70,0,0,-7.720338429654639,,,,,,,,,,
13,2023-08-27T09:50:00,2023-12-25T09:50:00,2023-08-27T09:50:00,2023-11-25T09:50:00,2023-11-25T09:50:00,2023-12-25T09:50:00,2023-12-25T09:50:00,2024-01-24T09:50:00,cash_gate_veto,False,"decision_score,catastrophic_regime_risk",cash,cash,0,0.0,0,mom_96,short_only,1,1.5,24,10000.0,15008.714921124903,5008.714921124903,50.08714921124904,-31.219733849723486,1.8124023484848686,5395,1.0,0.0675625579240037,364.5,1.5,0,0,0,False,,,0.0,diplom_risk_missing,225,0,225,0,0,4.112795081830978,-22.92167896314433,10000.0,8834.114867603363,-1165.8851323966373,-11.658851323966369,-27.292804909916523,-1.2415409820859087,1660,1.0,0.08042168674698795,133.5,1.5,0,0,0,False,,,0.0,diplom_risk_missing,70,0,70,0,0,-22.73366552687999,-8.256320326006927,10000.0,8834.114867603363,-1165.8851323966373,-11.658851323966369,-27.292804909916523,-1.2415409820859087,1660,1.0,0.08042168674698795,133.5,1.5,0,0,0,False,,,0.0,diplom_risk_missing,70,0,70,0,0,-22.73366552687999,-8.256320326006927,-22.73366552687999,-21.798635396419485,24.42843644019067,2.5099808047525585,False,0.0,1.0,-31.84858815048622,-31.84858815048622,0.2135344773774858,balanced,12,1.8700602609210097,0.25,-4.227613177915141,4,1.0,4.41221990920635,2,0.5,-17.0820274789503,False,,,0.0,diplom_risk_missing,70,0,70,0,0,"gate_stress,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,10791.162540349187,791.1625403491871,7.911625403491862,-11.608789939515074,1.9934787718736837,1660,1.0,0.06957831325301204,115.5,1.5,0,0,0,False,,,0.0,diplom_risk_missing,70,0,70,0,0,-3.9015986218769783,,,,,,,,,,
14,2023-09-26T09:50:00,2024-01-24T09:50:00,2023-09-26T09:50:00,2023-12-25T09:50:00,2023-12-25T09:50:00,2024-01-24T09:50:00,2024-01-24T09:50:00,2024-02-23T09:50:00,cash_gate_veto,False,decision_score,cash,cash,0,0.0,0,mom_96,short_only,3,0.5,24,10000.0,10005.971747076068,5.971747076067913,0.05971747076067846,-6.160861737764622,0.06965601153421605,5312,1.0,0.021366717355572676,113.50000259280205,0.5,0,0,0,False,,,0.0,diplom_risk_missing,666,0,666,0,0,-10.68659318537537,-4.5928652927079705,10000.0,10003.2021695499,3.2021695499006455,0.03202169549900713,-3.736630871931812,0.06981176024763817,1660,1.0,0.021184739452528665,35.166667491197586,0.5,0,0,0,False,,,0.0,diplom_risk_missing,210,0,210,0,0,-3.4276174844259932,-2.285669598191864,10000.0,10003.2021695499,3.2021695499006455,0.03202169549900713,-3.736630871931812,0.06981176024763817,1660,1.0,0.021184739452528665,35.166667491197586,0.5,0,0,0,False,,,0.0,diplom_risk_missing,210,0,210,0,0,-3.4276174844259932,-2.285669598191864,-3.4276174844259932,-1.3858477128327635,4.833478189127804,2.093623152800969,False,0.0,0.8695756383796447,-4.381928536596962,-4.381928536596962,0.28770044400222416,balanced,13,4.083539543186459,0.3076923076923077,-3.2938255947299875,4,0.25,-1.4368405608391144,2,0.5,-2.2084780994937603,False,,,0.0,diplom_risk_missing,210,0,210,0,0,"gate_stress,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,9760.864226791793,-239.13577320820696,-2.3913577320820667,-4.838351393609042,-2.1021212845239146,1811,1.0,0.023283637504693488,42.16666752099991,0.5,0,0,0,False,,,0.0,diplom_risk_missing,228,0,228,0,0,-6.425539762881238,,,,,,,,,,
15,2023-10-26T09:50:00,2024-02-23T09:50:00,2023-10-26T09:50:00,2024-01-24T09:50:00,2024-01-24T09:50:00,2024-02-23T09:50:00,2024-02-23T09:50:00,2024-03-24T09:50:00,cash_gate_veto,False,decision_score,cash,cash,0,0.0,0,mom_48,short_only,1,1.5,24,10000.0,12476.982546887482,2476.9825468874824,24.769825468874828,-32.819910907932616,1.164745724534201,5146,1.0,0.09298484259619122,478.5,1.5,0,0,0,False,,,0.0,diplom_risk_missing,215,0,215,0,0,-22.837706099941933,-11.734079388711116,10000.0,10064.406505770436,64.40650577043561,0.6440650577043572,-11.917206090338672,0.31879631509574685,1811,1.0,0.09690778575372722,175.5,1.5,0,0,0,False,,,0.0,diplom_risk_missing,76,0,76,0,0,-15.62157448947179,-6.088160890393624,10000.0,10064.406505770436,64.40650577043561,0.6440650577043572,-11.917206090338672,0.31879631509574685,1811,1.0,0.09690778575372722,175.5,1.5,0,0,0,False,,,0.0,diplom_risk_missing,76,0,76,0,0,-15.62157448947179,-6.088160890393624,-15.62157448947179,-13.68863613898008,23.801153068682545,2.2096547972116816,False,0.0,0.8483826367856415,-23.29161366819743,-23.29161366819743,0.2731712869542338,balanced,14,3.8658767009834207,0.2857142857142857,-3.22936360454085,4,0.75,-8.00265455366903,2,0.5,-2.7818738596637416,False,,,0.0,diplom_risk_missing,76,0,76,0,0,"gate_stress,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,7887.869359527784,-2112.1306404722163,-21.121306404722162,-24.198591645976563,-4.42561278590817,1577,1.0,0.09606848446417247,151.5,1.5,0,0,0,False,,,0.0,diplom_risk_missing,66,0,66,0,0,-32.26620485566144,,,,,,,,,,
16,2023-11-25T09:50:00,2024-03-24T09:50:00,2023-11-25T09:50:00,2024-02-23T09:50:00,2024-02-23T09:50:00,2024-03-24T09:50:00,2024-03-24T09:50:00,2024-04-23T09:50:00,cash_gate_veto,False,decision_score,cash,cash,0,0.0,0,mom_96,short_only,1,0.5,24,10000.0,10238.211864183566,238.21186418356592,2.382118641835662,-10.015339374176701,0.45528107691676256,5131,1.0,0.025433638666926526,130.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,214,0,214,0,0,-10.158428625267558,-1.0283932125415562,10000.0,9056.648957402798,-943.3510425972017,-9.433510425972013,-12.327835841157253,-5.602986160859489,1577,1.0,0.025047558655675334,39.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,66,0,66,0,0,-12.946341373303694,-5.042970748947518,10000.0,9056.648957402798,-943.3510425972017,-9.433510425972013,-12.327835841157253,-5.602986160859489,1577,1.0,0.025047558655675334,39.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,66,0,66,0,0,-12.946341373303694,-5.042970748947518,-12.946341373303694,-11.325589976686443,7.7276957905162815,2.2800732426923895,False,0.0,0.8787233332787049,-15.348368503285197,-15.348368503285197,0.12066469401390091,balanced,15,3.2415027932345013,0.26666666666666666,-4.422159791219604,4,0.5,-2.9139190242003843,2,0.0,-4.969169320007971,False,,,0.0,diplom_risk_missing,66,0,66,0,0,"gate_stress,gate_month_win_rate,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,8684.287895770696,-1315.7121042293038,-13.15712104229304,-14.883175649450608,-6.423498848650829,1743,1.0,0.027825588066551922,48.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,73,0,73,0,0,-17.273884852136856,,,,,,,,,,
17,2023-12-25T09:50:00,2024-04-23T09:50:00,2023-12-25T09:50:00,2024-03-24T09:50:00,2024-03-24T09:50:00,2024-04-23T09:50:00,2024-04-23T09:50:00,2024-05-23T09:50:00,alpha_policy,True,,mom_48,long_only,1,0.5,24,mom_48,long_only,1,0.5,24,10000.0,9828.335101024382,-171.6648989756177,-1.7166489897561754,-12.077397564420501,-0.12711335642530044,5048,1.0,0.03001188589540412,151.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,211,0,211,0,0,-15.550815092253256,-2.6237706458825283,10000.0,11331.44878442241,1331.4487844224095,13.314487844224088,-4.5660713636875965,3.936271068978548,1743,1.0,0.02495697074010327,43.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,73,0,73,0,0,8.483879451027931,-2.8460310443528813,10000.0,11331.44878442241,1331.4487844224095,13.314487844224088,-4.5660713636875965,3.936271068978548,1743,1.0,0.02495697074010327,43.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,73,0,73,0,0,8.483879451027931,-2.8460310443528813,8.483879451027931,9.996747020700687,8.136264912128082,3.068706691137528,False,0.0,0.6623285368507632,6.155561496179713,6.155561496179713,0.6806061108849129,balanced,16,3.025735139345511,0.25,-4.9680948694116935,4,0.25,-3.0195996427735516,2,1.0,5.8491488954045545,False,,,0.0,diplom_risk_missing,73,0,73,0,0,,10000.0,9950.457873536872,-49.542126463127715,-0.49542126463127945,-5.168077025935247,-0.14744776945961127,1743,1.0,0.028973034997131383,50.5,0.5,0,0,0,-3.1408671109278696,-5.402610720425615,10000.0,9950.457873536872,-49.542126463127715,-0.49542126463127945,-5.168077025935247,-0.14744776945961127,1743,1.0,0.028973034997131383,50.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,73,0,73,0,0,-5.402610720425615,False,,,0.0,diplom_risk_missing,73.0,0.0,73.0,0.0,0.0
18,2024-01-24T09:50:00,2024-05-23T09:50:00,2024-01-24T09:50:00,2024-04-23T09:50:00,2024-04-23T09:50:00,2024-05-23T09:50:00,2024-05-23T09:50:00,2024-06-22T09:50:00,cash_gate_veto,False,"decision_score,catastrophic_regime_risk",cash,cash,0,0.0,0,mom_96,long_only,1,0.5,24,10000.0,10347.972094551518,347.97209455151824,3.4797209455151856,-9.561821337517806,0.5153420530831888,5131,1.0,0.023484700838043267,120.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,214,0,214,0,0,-8.284262382489727,-7.875967722246314,10000.0,10640.395195829635,640.3951958296348,6.40395195829635,-3.7160954955159364,2.688612000020247,1743,1.0,0.02438324727481354,42.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,73,0,73,0,0,1.969438046650196,-1.525341257874302,10000.0,10640.395195829635,640.3951958296348,6.40395195829635,-3.7160954955159364,2.688612000020247,1743,1.0,0.02438324727481354,42.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,73,0,73,0,0,1.969438046650196,-1.525341257874302,1.969438046650196,3.1292163264698716,9.02173663636374,3.010265360433251,False,0.0,0.960342371209952,-1.468905053072365,-1.468905053072365,0.45938507587883953,balanced,17,2.3195565596393513,0.23529411764705882,-4.704996422071669,4,0.75,-5.996468697919521,2,1.0,0.25621157957427254,False,,,0.0,diplom_risk_missing,73,0,73,0,0,"stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,9583.235136622226,-416.7648633777735,-4.167648633777732,-8.334891765573339,-1.2774027819029716,1743,1.0,0.02667814113597246,46.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,73,0,73,0,0,-8.527311998865638,,,,,,,,,,
19,2024-02-23T09:50:00,2024-06-22T09:50:00,2024-02-23T09:50:00,2024-05-23T09:50:00,2024-05-23T09:50:00,2024-06-22T09:50:00,2024-06-22T09:50:00,2024-07-22T09:50:00,cash_gate_veto,False,"decision_score,catastrophic_regime_risk",cash,cash,0,0.0,0,mom_96,long_only,1,1.5,24,10000.0,13134.718871746216,3134.718871746216,31.34718871746216,-23.834567456417354,1.3848752262076098,5063,1.0,0.06014220817697018,304.5,1.5,0,0,0,False,,,0.0,diplom_risk_missing,211,0,211,0,0,-3.2622535232621486,-11.166607875738366,10000.0,8624.343220666717,-1375.6567793332833,-13.756567793332831,-23.670703678857162,-1.2774027827682926,1743,1.0,0.08003442340791739,139.5,1.5,0,0,0,False,,,0.0,diplom_risk_missing,73,0,73,0,0,-25.02720148486538,-16.999218914662684,10000.0,8624.343220666717,-1375.6567793332833,-13.756567793332831,-23.670703678857162,-1.2774027827682926,1743,1.0,0.08003442340791739,139.5,1.5,0,0,0,False,,,0.0,diplom_risk_missing,73,0,73,0,0,-25.02720148486538,-16.999218914662684,-25.02720148486538,-24.10232996171424,29.35686516023116,2.530927565714268,False,0.0,1.0,-35.87723276779514,-35.87723276779514,0.22756585616286412,balanced,18,1.8497430463022804,0.2222222222222222,-4.67514376716645,4,0.5,-8.359831657040061,2,0.5,-19.8486596463566,False,,,0.0,diplom_risk_missing,73,0,73,0,0,"gate_stress,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,7818.089368111735,-2181.910631888265,-21.819106318882653,-28.781653453832934,-3.823307584083758,1661,1.0,0.08037326911499097,133.5,1.5,0,0,0,False,,,0.0,diplom_risk_missing,70,0,70,0,0,-31.630613548073182,,,,,,,,,,
20,2024-03-24T09:50:00,2024-07-22T09:50:00,2024-03-24T09:50:00,2024-06-22T09:50:00,2024-06-22T09:50:00,2024-07-22T09:50:00,2024-07-22T09:50:00,2024-08-21T09:50:00,cash_gate_veto,False,"decision_score,catastrophic_regime_risk",cash,cash,0,0.0,0,mom_96,long_only,1,0.5,24,10000.0,10363.280609695303,363.2806096953027,3.632806096953023,-11.432198840388674,0.5040224608880449,5229,1.0,0.023618282654427232,123.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,218,0,218,0,0,-8.425916538190926,-6.715591599303917,10000.0,9240.99280586877,-759.0071941312308,-7.590071941312305,-10.535632915409398,-3.8233076038756435,1661,1.0,0.02679108970499699,44.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,70,0,70,0,0,-11.618024446037401,-3.9121386368300315,10000.0,9240.99280586877,-759.0071941312308,-7.590071941312305,-10.535632915409398,-3.8233076038756435,1661,1.0,0.02679108970499699,44.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,70,0,70,0,0,-11.618024446037401,-3.9121386368300315,-11.618024446037401,-10.657406814473617,9.94183413169829,2.708343784324825,False,0.0,1.0,-15.637048760568018,-15.637048760568018,0.17180998100240358,balanced,19,1.9212352631275669,0.21052631578947367,-5.577457585677829,4,0.75,-5.573081149024961,2,0.5,-7.650465060138001,False,,,0.0,diplom_risk_missing,70,0,70,0,0,"gate_stress,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,8378.702354131448,-1621.2976458685516,-16.212976458685514,-17.604653015332083,-6.104916513178748,1819,1.0,0.022264980758658605,40.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,76,0,76,0,0,-19.544066555342432,,,,,,,,,,
21,2024-04-23T09:50:00,2024-08-21T09:50:00,2024-04-23T09:50:00,2024-07-22T09:50:00,2024-07-22T09:50:00,2024-08-21T09:50:00,2024-08-21T09:50:00,2024-09-20T09:50:00,cash_gate_veto,False,"decision_score,catastrophic_regime_risk",cash,cash,0,0.0,0,mom_96,short_only,1,0.5,24,10000.0,10136.730760020771,136.7307600207714,1.3673076002077122,-9.738620544501952,0.2845548649015725,5147,1.0,0.025548863415581893,131.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,215,0,215,0,0,-11.140723947003995,-3.399803386125111,10000.0,9569.410362254166,-430.5896377458339,-4.305896377458341,-8.613173237725135,-1.634942148573129,1819,1.0,0.028862012094557448,52.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,76,0,76,0,0,-9.208129645657026,-2.4092012637418114,10000.0,9569.410362254166,-430.5896377458339,-4.305896377458341,-8.613173237725135,-1.634942148573129,1819,1.0,0.028862012094557448,52.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,76,0,76,0,0,-9.208129645657026,-2.4092012637418114,-9.208129645657026,-8.410416695987635,7.034918631520238,2.124260821514518,False,0.0,1.0,-12.372638217019718,-12.372638217019718,0.14694740675580095,balanced,20,1.5954258993387829,0.2,-6.109233529328213,4,0.75,-3.5002717914752846,2,0.0,-3.1354724343155005,False,,,0.0,diplom_risk_missing,76,0,76,0,0,"gate_stress,gate_month_win_rate,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,12122.51642383047,2122.5164238304696,21.225164238304693,-9.300822578319112,3.7961447282226057,1826,1.0,0.02217962760131435,40.5,0.5,0,0,0,False,,,0.0,diplom_risk_missing,77,0,77,0,0,16.40520190850989,,,,,,,,,,
22,2024-05-23T09:50:00,2024-09-20T09:50:00,2024-05-23T09:50:00,2024-08-21T09:50:00,2024-08-21T09:50:00,2024-09-20T09:50:00,2024-09-20T09:50:00,2024-10-20T09:50:00,cash_gate_veto,False,"decision_score,catastrophic_regime_risk",cash,cash,0,0.0,0,voladj_rev_96,short_only,1,1.0,24,10000.0,11031.091197592772,1031.091197592772,10.310911975927727,-12.978602588078402,0.8879601293450237,5223,1.0,0.06299061841853341,329.0,1.0,0,0,0,False,,,0.0,diplom_risk_missing,218,0,218,0,0,-20.696489324987898,-6.625093073049504,10000.0,9463.367572055999,-536.6324279440014,-5.366324279440016,-14.759837650744934,-0.6243366244682397,1826,1.0,0.0651697699890471,119.0,1.0,0,0,0,False,,,0.0,diplom_risk_missing,77,0,77,0,0,-16.010480775980795,-5.321777406984973,10000.0,9463.367572055999,-536.6324279440014,-5.366324279440016,-14.759837650744934,-0.6243366244682397,1826,1.0,0.0651697699890471,119.0,1.0,0,0,0,False,,,0.0,diplom_risk_missing,77,0,77,0,0,-16.010480775980795,-5.321777406984973,-16.010480775980795,-14.52615192191562,17.14087774564468,2.508629466007863,False,0.0,1.0,-22.025459132891257,-22.025459132891257,0.21670594743574736,balanced,21,2.968657708130351,0.23809523809523808,-4.807595540393312,4,0.75,-5.400820102466108,2,0.5,-11.665842560188421,False,,,0.0,diplom_risk_missing,77,0,77,0,0,"gate_stress,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,10137.39698241958,137.39698241957922,1.3739698241957976,-8.94852415404782,0.48403358100271915,1743,1.0,0.06253585771658061,109.0,1.0,0,0,0,False,,,0.0,diplom_risk_missing,73,0,73,0,0,-9.123182263141594,,,,,,,,,,
23,2024-06-22T09:50:00,2024-10-20T09:50:00,2024-06-22T09:50:00,2024-09-20T09:50:00,2024-09-20T09:50:00,2024-10-20T09:50:00,2024-10-20T09:50:00,2024-11-19T09:50:00,cash_gate_veto,False,"decision_score,catastrophic_regime_risk",cash,cash,0,0.0,0,mom_96,short_only,1,1.5,24,10000.0,16203.284808858722,6203.284808858722,62.03284808858722,-26.469657705553583,1.8659560216856503,5306,1.0,0.07548058801356955,400.5,1.5,0,0,0,False,,,0.0,diplom_risk_missing,222,0,222,0,0,8.34926800762268,-9.792382653424148,10000.0,9997.27720895892,-2.7227910410801996,-0.02722791041079864,-14.967094818796634,0.24064790718612314,1743,1.0,0.06454388984509467,112.5,1.5,0,0,0,False,,,0.0,diplom_risk_missing,73,0,73,0,0,-10.7009226401512,-7.205804332153953,10000.0,9997.27720895892,-2.7227910410801996,-0.02722791041079864,-14.967094818796634,0.24064790718612314,1743,1.0,0.06454388984509467,112.5,1.5,0,0,0,False,,,0.0,diplom_risk_missing,73,0,73,0,0,-10.7009226401512,-7.205804332153953,-10.7009226401512,-8.88896212944861,38.547697621502394,2.55010026917324,False,0.0,0.9529083412391121,-23.810018808833114,-23.810018808833114,0.35031000947927887,balanced,22,3.6239210214051805,0.2727272727272727,-4.5266152965483535,4,0.5,-8.30734984711492,2,0.5,-9.818769714041231,False,,,0.0,diplom_risk_missing,73,0,73,0,0,"gate_stress,stress_edge,may_like_regime",10000.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10000.0,10998.427481352614,998.4274813526135,9.984274813526127,-20.05309589440889,1.4917743700053927,1730,1.0,0.07716763005780347,133.5,1.5,0,0,0,False,,,0.0,diplom_risk_missing,73,0,73,0,0,-3.8172175442030998,,,,,,,,,,
