run,signal_delay_bars,max_validation_drawdown_pct,trade_windows,return_pct,stress_return_pct,max_drawdown_pct,worst_trade_window_pct,target_hit
delay0,0,8.0,2,18.49314847325516,10.128136441405378,-0.4963676422142238,-0.4963676422142238,true
delay1,1,8.0,1,0.89099416049645,-1.6052006551302789,0.0,0.89099416049645,false
delay2,2,8.0,2,0.324735958040101,-3.0345704940192952,-0.33118594281553726,-0.33118594281553726,false
delay3,3,8.0,3,9.593791670682815,1.3649026384918717,-2.320448880817183,-2.320448880817183,false
delay3_dd6,3,6.0,3,10.895539092712813,3.9331153146912046,-1.1602179779889754,-1.1602179779889754,true
