wall_time,price,equity,pnl,action,filter_pass,filter_fail_count,symbol,shares
2026-06-22 14:09:28,2742.0,9980.0,-20.0,enter_short,True,0,HEAD,-7.293946024799417
2026-06-22 14:10:48,2744.0,9965.4121079504,-34.58789204959976,hold,True,0,HEAD,-7.293946024799417
2026-06-22 14:12:12,2743.0,9972.706053975198,-27.2939460248017,hold,True,0,HEAD,-7.293946024799417
2026-06-22 14:13:33,2745.0,9958.118161925602,-41.88183807439782,hold,True,0,HEAD,-7.293946024799417
2026-06-22 14:15:35,2748.0,9936.236323851204,-63.76367614879564,hold,False,1,HEAD,-7.293946024799417
2026-06-22 14:16:55,2747.0,9943.530269876002,-56.46973012399758,hold,False,2,HEAD,-7.293946024799417
2026-06-22 14:18:15,2748.0,9936.236323851204,-63.76367614879564,hold,False,3,HEAD,-7.293946024799417
2026-06-22 14:19:36,2744.0,9965.4121079504,-34.58789204959976,hold,False,4,HEAD,-7.293946024799417
2026-06-22 14:20:58,2742.0,9980.0,-20.0,hold,False,5,HEAD,-7.293946024799417
2026-06-22 14:22:21,2741.0,9987.293946024798,-12.70605397520194,hold,False,6,HEAD,-7.293946024799417
2026-06-22 14:23:46,2743.0,9972.706053975198,-27.2939460248017,hold,False,7,HEAD,-7.293946024799417
2026-06-22 14:25:16,2741.0,9987.293946024798,-12.70605397520194,hold,True,0,HEAD,-7.293946024799417
2026-06-22 14:26:41,2744.0,9965.4121079504,-34.58789204959976,hold,True,0,HEAD,-7.293946024799417
2026-06-22 14:28:10,2745.0,9958.118161925602,-41.88183807439782,hold,True,0,HEAD,-7.293946024799417
2026-06-22 14:29:32,2742.0,9980.0,-20.0,hold,True,0,HEAD,-7.293946024799417
2026-06-22 14:31:38,2741.0,9987.293946024798,-12.70605397520194,hold,True,0,HEAD,-7.293946024799417
2026-06-22 14:32:58,2741.0,9987.293946024798,-12.70605397520194,hold,True,0,HEAD,-7.293946024799417
2026-06-22 14:34:24,2745.0,9958.118161925602,-41.88183807439782,hold,True,0,HEAD,-7.293946024799417
2026-06-22 14:35:51,2739.0,10001.881838074398,1.8818380743978196,hold,True,0,HEAD,-7.293946024799417
2026-06-22 14:38:10,2737.0,10016.469730123998,16.46973012399758,hold,True,0,HEAD,-7.293946024799417
2026-06-22 14:39:30,2736.0,10023.763676148796,23.76367614879564,hold,True,0,HEAD,-7.293946024799417
2026-06-22 14:39:30,2736.0,10003.807439824945,3.807439824944595,final_close,True,0,,0.0
