cost_bps,split,initial_cash,final_equity,pnl,return_pct,max_drawdown_pct,sharpe_like,bars,active_rate,avg_turnover_per_bar,total_turnover,mean_gross_exposure
5.0,test,10000.0,14153.54168542401,4153.54168542401,41.53541685424009,-18.185426568333796,6.089467673851858,620,0.4645161290322581,0.15483870967741936,96.0,1.8580645161290323
10.0,test,10000.0,13483.021925276018,3483.021925276018,34.83021925276017,-18.53643676522825,5.30536338225461,620,0.4645161290322581,0.15483870967741936,96.0,1.8580645161290323
20.0,test,10000.0,12229.750348777381,2229.750348777381,22.297503487773817,-19.6550576313792,3.7461348226818854,620,0.4645161290322581,0.15483870967741936,96.0,1.8580645161290323
30.0,test,10000.0,11085.602020032664,1085.6020200326639,10.856020200326633,-21.640887464659265,2.2258136762076584,620,0.4645161290322581,0.15483870967741936,96.0,1.8580645161290323
