wall_time,latest_candle,validation_start,validation_end,action,cash,equity,pnl,return_pct,position_symbols,positions_json,position_values_json,target_symbols,target_weights_json,selected_alpha,selected_mode,selected_k,selected_gross,selected_rebalance_every,raw_selected_alpha,raw_selected_mode,raw_selected_k,raw_selected_gross,raw_selected_rebalance_every,raw_validation_return_pct,raw_worst_validation_segment_return_pct,validation_return_pct,worst_validation_segment_return_pct,best_blocked_alpha,best_blocked_mode,trade_cost,turnover,total_cost,total_turnover,trade_count,trades_json,candidate_count,constraints_passed_count,validation_engine,rebalance_on_target_change,target_change_rebalance,target_change_tolerance,max_session_loss_pct,max_signal_age_minutes,signal_source,live_score_uses_marketdata,signal_start_age_minutes,signal_age_minutes,signal_close,use_marketdata_signal_bar,marketdata_signal_min_coverage,marketdata_signal_max_age_minutes,marketdata_signal_bar_used,marketdata_signal_coverage,marketdata_signal_raw_coverage,marketdata_signal_prices,marketdata_signal_symbols,marketdata_signal_raw_prices,marketdata_signal_stale_prices,marketdata_signal_missing_update_times,marketdata_signal_mean_price_age_minutes,marketdata_signal_worst_price_age_minutes,marketdata_signal_timestamp,stale_signal_hit,session_stopped,live_gate_reason,session_loss_stop_hit,risk_action,pre_trade_equity,pre_trade_return_pct,decision_cache_hit,decision_elapsed_seconds,poll_elapsed_seconds,fetch_elapsed_seconds,fetch_parts,fetch_errors,fetch_rows,errors
2026-06-22T18:38:13,2026-06-22 18:10:00,2026-05-23 18:10:00,2026-06-22 18:10:00,stale_signal_cash,10000.0,10000.0,0.0,0.0,,{},{},,{},,,,,,,,,,,,,,,voladj_mom_96,short_only,0.0,0.0,0.0,0.0,0,[],216,0,fast,True,False,0.05,1.0,10.0,candle,False,28.228320633333333,18.228320633333333,2026-06-22 18:20:00,True,0.8,2.0,False,0.0,1.0,0,,50,50,0,,,,True,False,stale_signal,False,stale_signal,10000.0,0.0,False,5.226084700000001,15.378216699999939,6.303698899999972,50,0,31647,
