cost_bps,split,initial_cash,final_equity,pnl,return_pct,max_drawdown_pct,sharpe_like,bars,active_rate,avg_turnover_per_bar,total_turnover,mean_gross_exposure,stop_exits,take_profit_exits,filter_exits
5.0,test,10000.0,11377.240861719105,1377.240861719105,13.772408617191045,-6.992132890840841,5.531053524005289,620,0.5741935483870968,0.07016129032258064,43.5,0.8612903225806452,0,0,0
10.0,test,10000.0,11131.613642296488,1131.6136422964883,11.316136422964874,-7.135129733824419,4.611089161148333,620,0.5741935483870968,0.07016129032258064,43.5,0.8612903225806452,0,0,0
20.0,test,10000.0,10655.19262094792,655.1926209479207,6.5519262094791975,-7.547904334166377,2.78706540491015,620,0.5741935483870968,0.07016129032258064,43.5,0.8612903225806452,0,0,0
30.0,test,10000.0,10197.92979472472,197.9297947247196,1.979297947247205,-8.388679915293851,1.023372650637282,620,0.5741935483870968,0.07016129032258064,43.5,0.8612903225806452,0,0,0
