wall_time,latest_candle,symbol,score,score_minus_median,short_rank,long_rank,tradable,has_live_price,price,marketdata_price,candle_price,is_selected_candidate,candidate_reason,candidate_weight,filter_pass,trade_mode,alpha_name,policy_gross,policy_confidence_min,policy_rebalance_every,validation_return_pct,worst_validation_segment_return_pct
2026-06-22T17:29:25,2026-06-22 17:00:00,ASTR,-16.243778228759766,-4.9797821044921875,9.0,42.0,True,True,155.8,155.8,154.75,False,validation_gate_passed,0.0,True,short_only,voladj_mom_96,1.5,0.0,24,28.376162144185948,0.828655805029288
2026-06-22T17:29:25,2026-06-22 17:00:00,CBOM,-5.675910949707031,5.588085174560547,46.0,5.0,True,True,8.223,8.223,8.189,False,validation_gate_passed,0.0,True,short_only,voladj_mom_96,1.5,0.0,24,28.376162144185948,0.828655805029288
2026-06-22T17:29:25,2026-06-22 17:00:00,CNRU,-25.053476333618164,-13.789480209350586,1.0,50.0,True,True,548.0,548.0,548.6,True,validation_gate_passed,-0.5,True,short_only,voladj_mom_96,1.5,0.0,24,28.376162144185948,0.828655805029288
2026-06-22T17:29:25,2026-06-22 17:00:00,FLOT,-4.077038764953613,7.186957359313965,48.0,3.0,True,True,74.46,74.46,74.49,False,validation_gate_passed,0.0,True,short_only,voladj_mom_96,1.5,0.0,24,28.376162144185948,0.828655805029288
2026-06-22T17:29:25,2026-06-22 17:00:00,GAZP,-16.451892852783203,-5.187896728515625,8.0,43.0,True,True,99.56,99.56,99.14,False,validation_gate_passed,0.0,True,short_only,voladj_mom_96,1.5,0.0,24,28.376162144185948,0.828655805029288
2026-06-22T17:29:25,2026-06-22 17:00:00,HEAD,-6.180312633514404,5.083683490753174,45.0,6.0,True,True,2680.0,2680.0,2672.0,False,validation_gate_passed,0.0,True,short_only,voladj_mom_96,1.5,0.0,24,28.376162144185948,0.828655805029288
2026-06-22T17:29:25,2026-06-22 17:00:00,HYDR,-6.995993614196777,4.268002510070801,43.0,8.0,True,True,0.316,0.316,0.3164,False,validation_gate_passed,0.0,True,short_only,voladj_mom_96,1.5,0.0,24,28.376162144185948,0.828655805029288
2026-06-22T17:29:25,2026-06-22 17:00:00,MOEX,-5.652890682220459,5.611105442047119,47.0,4.0,True,True,165.46,165.46,165.33,False,validation_gate_passed,0.0,True,short_only,voladj_mom_96,1.5,0.0,24,28.376162144185948,0.828655805029288
2026-06-22T17:29:25,2026-06-22 17:00:00,MTLR,-17.526992797851562,-6.262996673583984,7.0,44.0,True,True,39.81,39.81,39.86,False,validation_gate_passed,0.0,True,short_only,voladj_mom_96,1.5,0.0,24,28.376162144185948,0.828655805029288
2026-06-22T17:29:25,2026-06-22 17:00:00,NLMK,-17.903499603271484,-6.639503479003906,5.0,46.0,True,True,65.0,65.0,64.64,False,validation_gate_passed,0.0,True,short_only,voladj_mom_96,1.5,0.0,24,28.376162144185948,0.828655805029288
