wall_time,latest_candle,signal_source,source_action,action,source_selected_alpha,source_target_symbols,selected_alpha,target_symbols,position_symbols,cash,equity,pnl,return_pct,pre_trade_equity,pre_trade_return_pct,signal_start_age_minutes,signal_age_minutes,stale_signal_hit,session_loss_stop_hit,stopped,target_change_rebalance,trade_cost,turnover,total_cost,total_turnover,positions_json,active_target_weights_json,trades_json
2026-06-22T17:41:22,2026-06-22 17:10:00,candle,hold,hold,voladj_mom_96,"CNRU,RNFT,SMLT",voladj_mom_96,"CNRU,RNFT,SMLT","CNRU,RNFT,SMLT",24985.0,9942.985592961651,-57.01440703834851,-0.5701440703834826,9942.985592961651,-0.5701440703834826,31.366666666666667,21.366666666666667,False,False,False,False,0.0,0.0,15.0,15000.0,"{""CNRU"": -9.124087591240876, ""RNFT"": -70.72135785007072, ""SMLT"": -15.802781289506955}","{""CNRU"": -0.5, ""RNFT"": -0.5, ""SMLT"": -0.5}",[]
2026-06-22T17:42:33,2026-06-22 17:10:00,candle,hold,hold,voladj_mom_96,"CNRU,RNFT,SMLT",voladj_mom_96,"CNRU,RNFT,SMLT","CNRU,RNFT,SMLT",24985.0,9925.680765133733,-74.31923486626692,-0.743192348662669,9925.680765133733,-0.743192348662669,32.55,22.55,False,False,False,False,0.0,0.0,15.0,15000.0,"{""CNRU"": -9.124087591240876, ""RNFT"": -70.72135785007072, ""SMLT"": -15.802781289506955}","{""CNRU"": -0.5, ""RNFT"": -0.5, ""SMLT"": -0.5}",[]
2026-06-22T17:43:42,2026-06-22 17:10:00,candle,hold,hold,voladj_mom_96,"CNRU,RNFT,SMLT",voladj_mom_96,"CNRU,RNFT,SMLT","CNRU,RNFT,SMLT",24985.0,9944.434898845295,-55.56510115470519,-0.5556510115470537,9944.434898845295,-0.5556510115470537,33.7,23.7,False,False,False,False,0.0,0.0,15.0,15000.0,"{""CNRU"": -9.124087591240876, ""RNFT"": -70.72135785007072, ""SMLT"": -15.802781289506955}","{""CNRU"": -0.5, ""RNFT"": -0.5, ""SMLT"": -0.5}",[]
2026-06-22T17:44:52,2026-06-22 17:20:00,candle,hold,hold,voladj_mom_96,"CNRU,RNFT,SMLT",voladj_mom_96,"CNRU,RNFT,SMLT","CNRU,RNFT,SMLT",24985.0,9979.271688789113,-20.728311210887114,-0.20728311210886918,9979.271688789113,-0.20728311210886918,24.866666666666667,14.866666666666667,False,False,False,False,0.0,0.0,15.0,15000.0,"{""CNRU"": -9.124087591240876, ""RNFT"": -70.72135785007072, ""SMLT"": -15.802781289506955}","{""CNRU"": -0.5, ""RNFT"": -0.5, ""SMLT"": -0.5}",[]
2026-06-22T17:46:23,2026-06-22 17:20:00,candle,hold,hold,voladj_mom_96,"CNRU,RNFT,SMLT",voladj_mom_96,"CNRU,RNFT,SMLT","CNRU,RNFT,SMLT",24985.0,9858.57494019909,-141.42505980090937,-1.4142505980090925,9858.57494019909,-1.4142505980090925,26.383333333333333,16.383333333333333,False,False,False,False,0.0,0.0,15.0,15000.0,"{""CNRU"": -9.124087591240876, ""RNFT"": -70.72135785007072, ""SMLT"": -15.802781289506955}","{""CNRU"": -0.5, ""RNFT"": -0.5, ""SMLT"": -0.5}",[]
2026-06-22T17:47:32,2026-06-22 17:20:00,candle,hold,hold,voladj_mom_96,"CNRU,RNFT,SMLT",voladj_mom_96,"CNRU,RNFT,SMLT","CNRU,RNFT,SMLT",24985.0,9839.069783218321,-160.9302167816786,-1.609302167816784,9839.069783218321,-1.609302167816784,27.533333333333335,17.533333333333335,False,False,False,False,0.0,0.0,15.0,15000.0,"{""CNRU"": -9.124087591240876, ""RNFT"": -70.72135785007072, ""SMLT"": -15.802781289506955}","{""CNRU"": -0.5, ""RNFT"": -0.5, ""SMLT"": -0.5}",[]
2026-06-22T17:48:57,2026-06-22 17:20:00,candle,hold,hold,voladj_mom_96,"CNRU,RNFT,SMLT",voladj_mom_96,"CNRU,RNFT,SMLT","CNRU,RNFT,SMLT",24985.0,9840.667466448584,-159.33253355141642,-1.593325335514162,9840.667466448584,-1.593325335514162,28.95,18.95,False,False,False,False,0.0,0.0,15.0,15000.0,"{""CNRU"": -9.124087591240876, ""RNFT"": -70.72135785007072, ""SMLT"": -15.802781289506955}","{""CNRU"": -0.5, ""RNFT"": -0.5, ""SMLT"": -0.5}",[]
2026-06-22T17:50:05,2026-06-22 17:20:00,candle,hold,hold,voladj_mom_96,"CNRU,RNFT,SMLT",voladj_mom_96,"CNRU,RNFT,SMLT","CNRU,RNFT,SMLT",24985.0,9842.265149678846,-157.73485032115423,-1.5773485032115397,9842.265149678846,-1.5773485032115397,30.083333333333332,20.083333333333332,False,False,False,False,0.0,0.0,15.0,15000.0,"{""CNRU"": -9.124087591240876, ""RNFT"": -70.72135785007072, ""SMLT"": -15.802781289506955}","{""CNRU"": -0.5, ""RNFT"": -0.5, ""SMLT"": -0.5}",[]
2026-06-22T17:51:14,2026-06-22 17:20:00,candle,hold,hold,voladj_mom_96,"CNRU,RNFT,SMLT",voladj_mom_96,"CNRU,RNFT,SMLT","CNRU,RNFT,SMLT",24985.0,9801.578395545683,-198.42160445431728,-1.9842160445431745,9801.578395545683,-1.9842160445431745,31.233333333333334,21.233333333333334,False,False,False,False,0.0,0.0,15.0,15000.0,"{""CNRU"": -9.124087591240876, ""RNFT"": -70.72135785007072, ""SMLT"": -15.802781289506955}","{""CNRU"": -0.5, ""RNFT"": -0.5, ""SMLT"": -0.5}",[]
2026-06-22T17:52:37,2026-06-22 17:20:00,candle,hold,hold,voladj_mom_96,"CNRU,RNFT,SMLT",voladj_mom_96,"CNRU,RNFT,SMLT","CNRU,RNFT,SMLT",24985.0,9804.511817515599,-195.48818248440148,-1.9548818248440125,9804.511817515599,-1.9548818248440125,32.61666666666667,22.616666666666667,False,False,False,False,0.0,0.0,15.0,15000.0,"{""CNRU"": -9.124087591240876, ""RNFT"": -70.72135785007072, ""SMLT"": -15.802781289506955}","{""CNRU"": -0.5, ""RNFT"": -0.5, ""SMLT"": -0.5}",[]
2026-06-22T17:53:59,2026-06-22 17:20:00,candle,hold,hold,voladj_mom_96,"CNRU,RNFT,SMLT",voladj_mom_96,"CNRU,RNFT,SMLT","CNRU,RNFT,SMLT",24985.0,9824.584810216329,-175.41518978367094,-1.7541518978367088,9824.584810216329,-1.7541518978367088,33.983333333333334,23.983333333333334,False,False,False,False,0.0,0.0,15.0,15000.0,"{""CNRU"": -9.124087591240876, ""RNFT"": -70.72135785007072, ""SMLT"": -15.802781289506955}","{""CNRU"": -0.5, ""RNFT"": -0.5, ""SMLT"": -0.5}",[]
2026-06-22T17:55:08,2026-06-22 17:30:00,candle,rebalance,cash,,,,,,9814.939167046672,9814.939167046672,-185.06083295332792,-1.8506083295332765,9830.094072973698,-1.6990592702630258,25.133333333333333,15.133333333333333,False,False,False,False,15.154905927026302,15154.905927026302,30.154905927026302,30154.905927026302,{},{},"[{""symbol"": ""CNRU"", ""price"": 552.6, ""delta_value"": 5041.970802919708, ""delta_shares"": 9.124087591240876, ""target_weight"": 0.0, ""trade_cost"": 5.041970802919709}, {""symbol"": ""RNFT"", ""price"": 71.85, ""delta_value"": 5081.329561527581, ""delta_shares"": 70.72135785007072, ""target_weight"": 0.0, ""trade_cost"": 5.081329561527581}, {""symbol"": ""SMLT"", ""price"": 318.4, ""delta_value"": 5031.605562579014, ""delta_shares"": 15.802781289506955, ""target_weight"": 0.0, ""trade_cost"": 5.031605562579014}]"
2026-06-22T17:56:22,2026-06-22 17:30:00,candle,cash,hold,,,,,,9814.939167046672,9814.939167046672,-185.06083295332792,-1.8506083295332765,9814.939167046672,-1.8506083295332765,26.366666666666667,16.366666666666667,False,False,False,False,0.0,0.0,30.154905927026302,30154.905927026302,{},{},[]
2026-06-22T17:57:48,2026-06-22 17:30:00,candle,cash,hold,,,,,,9814.939167046672,9814.939167046672,-185.06083295332792,-1.8506083295332765,9814.939167046672,-1.8506083295332765,27.8,17.8,False,False,False,False,0.0,0.0,30.154905927026302,30154.905927026302,{},{},[]
2026-06-22T17:59:00,2026-06-22 17:30:00,candle,cash,hold,,,,,,9814.939167046672,9814.939167046672,-185.06083295332792,-1.8506083295332765,9814.939167046672,-1.8506083295332765,29.0,19.0,False,False,False,False,0.0,0.0,30.154905927026302,30154.905927026302,{},{},[]
2026-06-22T18:00:09,2026-06-22 17:30:00,candle,cash,hold,,,,,,9814.939167046672,9814.939167046672,-185.06083295332792,-1.8506083295332765,9814.939167046672,-1.8506083295332765,30.15,20.15,False,False,False,False,0.0,0.0,30.154905927026302,30154.905927026302,{},{},[]
